T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2023-2024,,,,,,,
,,,,,,,
YEAR,REGION,COUNTY NAME,DISTRICT,DISTRICT NAME,CHARTER STATUS,GRADE,ENROLLMENT
2023-2024,10,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,Grade 2,724
2023-2024,10,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,Grade 3,729
2023-2024,10,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,Grade 4,693
2023-2024,10,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,Grade 5,683
2023-2024,10,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,Grade 6,702
2023-2024,10,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,Grade 7,721
2023-2024,10,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,Grade 8,692
2023-2024,10,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,Grade 9,769
2023-2024,10,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,Grade 10,775
2023-2024,10,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,Grade 11,640
2023-2024,10,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,Grade 12,542
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<10
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Kindergarten,<10
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Grade 1,13
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Grade 2,<10
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Grade 3,10
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Grade 4,<10
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Grade 5,11
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Grade 6,<10
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Grade 7,<10
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Grade 8,12
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Grade 9,11
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Grade 10,13
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Grade 11,<10
2023-2024,14,HASKELL COUNTY,104903,RULE ISD,TRADITIONAL ISD/CSD,Grade 12,<10
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,29
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Kindergarten,14
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Grade 1,12
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Grade 2,13
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Grade 3,14
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Grade 4,14
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Grade 5,<10
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Grade 6,10
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Grade 7,18
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Grade 8,13
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Grade 9,19
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Grade 10,<10
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Grade 11,10
2023-2024,3,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,Grade 12,13
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<90
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Kindergarten,143
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Grade 1,133
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Grade 2,172
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Grade 3,157
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Grade 4,136
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Grade 5,132
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Grade 6,172
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Grade 7,145
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Grade 8,176
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Grade 9,177
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Grade 10,169
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Grade 11,131
2023-2024,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,Grade 12,126
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<30
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Kindergarten,64
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Grade 1,70
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Grade 2,67
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Grade 3,58
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Grade 4,72
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Grade 5,59
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Grade 6,68
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Grade 7,89
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Grade 8,68
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Grade 9,88
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Grade 10,89
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Grade 11,70
2023-2024,10,GRAYSON COUNTY,91914,S AND S CISD,TRADITIONAL ISD/CSD,Grade 12,67
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,31
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Kindergarten,34
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Grade 1,30
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Grade 2,33
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Grade 3,<30
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Grade 4,28
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Grade 5,31
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Grade 6,40
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Grade 7,36
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Grade 8,32
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Grade 9,43
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Grade 10,37
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Grade 11,30
2023-2024,20,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,Grade 12,32
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<50
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Kindergarten,120
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Grade 1,109
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Grade 2,128
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Grade 3,101
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Grade 4,120
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Grade 5,120
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Grade 6,131
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Grade 7,134
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Grade 8,112
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Grade 9,106
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Grade 10,121
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Grade 11,125
2023-2024,7,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,Grade 12,102
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<20
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Kindergarten,19
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Grade 1,18
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Grade 2,19
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Grade 3,18
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Grade 4,21
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Grade 5,17
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Grade 6,35
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Grade 7,29
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Grade 8,28
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Grade 9,40
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Grade 10,30
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Grade 11,40
2023-2024,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,Grade 12,26
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,40
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Kindergarten,23
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Grade 1,28
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Grade 2,19
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Grade 3,23
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Grade 4,<20
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Grade 5,21
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Grade 6,25
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Grade 7,23
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Grade 8,20
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Grade 9,26
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Grade 10,23
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Grade 11,29
2023-2024,9,MONTAGUE COUNTY,169911,SAINT JO ISD,TRADITIONAL ISD/CSD,Grade 12,25
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<70
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Kindergarten,159
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Grade 1,141
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Grade 2,149
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Grade 3,189
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Grade 4,159
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Grade 5,167
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Grade 6,170
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Grade 7,208
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Grade 8,212
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Grade 9,195
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Grade 10,186
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Grade 11,176
2023-2024,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,Grade 12,168
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<20
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Kindergarten,14
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Grade 1,22
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Grade 2,19
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Grade 3,12
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Grade 4,19
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Grade 5,17
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Grade 6,20
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Grade 7,20
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Grade 8,19
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Grade 9,18
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Grade 10,25
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Grade 11,19
2023-2024,8,HOPKINS COUNTY,112909,SALTILLO ISD,TRADITIONAL ISD/CSD,Grade 12,16
2023-2024,6,WALKER COUNTY,236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Kindergarten,77
2023-2024,6,WALKER COUNTY,236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Grade 1,88
2023-2024,6,WALKER COUNTY,236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Grade 2,79
2023-2024,6,WALKER COUNTY,236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Grade 3,78
2023-2024,6,WALKER COUNTY,236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Grade 4,66
2023-2024,6,WALKER COUNTY,236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Grade 5,61
2023-2024,6,WALKER COUNTY,236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Grade 6,19
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<30
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Kindergarten,32
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Grade 1,42
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Grade 2,29
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Grade 3,29
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Grade 4,39
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Grade 5,28
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Grade 6,38
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Grade 7,40
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Grade 8,33
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Grade 9,34
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Grade 10,41
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Grade 11,34
2023-2024,10,FANNIN COUNTY,74917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,Grade 12,35
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Early Education,113
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,280
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Kindergarten,852
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Grade 1,1002
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Grade 2,1010
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Grade 3,960
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Grade 4,961
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Grade 5,1053
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Grade 6,930
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Grade 7,940
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Grade 8,972
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Grade 9,1280
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Grade 10,1083
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Grade 11,940
2023-2024,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,Grade 12,804
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Early Education,17
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,4250
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Kindergarten,3005
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Grade 1,3099
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Grade 2,3325
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Grade 3,3176
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Grade 4,3174
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Grade 5,2916
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Grade 6,2801
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Grade 7,2823
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Grade 8,2950
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Grade 9,4017
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Grade 10,3476
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Grade 11,2983
2023-2024,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,Grade 12,2658
2023-2024,20,BEXAR COUNTY,15840,SAN ANTONIO PREPARATORY SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 5,10
2023-2024,20,BEXAR COUNTY,15840,SAN ANTONIO PREPARATORY SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 6,18
2023-2024,20,BEXAR COUNTY,15840,SAN ANTONIO PREPARATORY SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 7,26
2023-2024,20,BEXAR COUNTY,15840,SAN ANTONIO PREPARATORY SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 8,23
2023-2024,20,BEXAR COUNTY,15840,SAN ANTONIO PREPARATORY SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 9,30
2023-2024,20,BEXAR COUNTY,15840,SAN ANTONIO PREPARATORY SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 10,17
2023-2024,20,BEXAR COUNTY,15840,SAN ANTONIO PREPARATORY SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 11,15
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,60
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Kindergarten,<30
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Grade 1,45
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Grade 2,34
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Grade 3,46
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Grade 4,30
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Grade 5,41
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Grade 6,45
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Grade 7,34
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Grade 8,54
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Grade 9,49
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Grade 10,52
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Grade 11,54
2023-2024,7,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,Grade 12,48
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Early Education,23
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Pre-kindergarten,679
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Kindergarten,551
